,data,iv,ciphertext
659,05ff932902ce38681f05a12d055beea1efa68a8ce0e62bc7da7b674b1a8ea58145787223bdf7682944c4fb821f51,05ff93,2902ce38681f05a12d055beea1efa68a8ce0e62bc7da7b674b1a8ea58145787223bdf7682944c4fb821f51
660,05ff94c3580b93c8c35a67663ec3428de33599a89f0268aaec70e2b4,05ff94,c3580b93c8c35a67663ec3428de33599a89f0268aaec70e2b4
661,05ff956edb4745449317a515e9b4f6adcec6456bacfe25c8de125eadcaa16327dd8267908d4d5467edf8ce56a2c47385f8c400e7a93cc67b9d5224b452d40dc30ebc27527bdc3cf9c8e84af8fefa80a1a3aac7,05ff95,6edb4745449317a515e9b4f6adcec6456bacfe25c8de125eadcaa16327dd8267908d4d5467edf8ce56a2c47385f8c400e7a93cc67b9d5224b452d40dc30ebc27527bdc3cf9c8e84af8fefa80a1a3aac7
662,05ff96db08c89031df567cd64631601fa602b64045aa418d2ba3c36f8d66e251d7c9f860fbfc469d0ef3ac31f090e0a9f702e2be834627,05ff96,db08c89031df567cd64631601fa602b64045aa418d2ba3c36f8d66e251d7c9f860fbfc469d0ef3ac31f090e0a9f702e2be834627
663,05ff9769fa492995514d2fd0a7c961186f47c9c11b83d153973c213b86421750,05ff97,69fa492995514d2fd0a7c961186f47c9c11b83d153973c213b86421750
664,05ff9817e46fe593c530381946c505342e8238e6f3b651bfda2297331dae94330d953babdaddf03e74572c,05ff98,17e46fe593c530381946c505342e8238e6f3b651bfda2297331dae94330d953babdaddf03e74572c
665,05ff99094ba395275b9943a4b46701423424581795a811ea0b69c63fb0527940dcdbc36a9f3b2fa2b8bd65197e4efc528b7703c3f42f,05ff99,094ba395275b9943a4b46701423424581795a811ea0b69c63fb0527940dcdbc36a9f3b2fa2b8bd65197e4efc528b7703c3f42f
666,05ff9a54ef28cd1f2d34652398ab376e32e16fa1d9bb26c9e0193204b344cc87a59dccf61ae92dedf8c1374ee7f038,05ff9a,54ef28cd1f2d34652398ab376e32e16fa1d9bb26c9e0193204b344cc87a59dccf61ae92dedf8c1374ee7f038
667,05ff9be015b9268b4099aaf71831d9031bd580a6231478eeebd122b87de80ef6568ef8dfe9a07cccf6f7ee150b69682a1221bf0b32,05ff9b,e015b9268b4099aaf71831d9031bd580a6231478eeebd122b87de80ef6568ef8dfe9a07cccf6f7ee150b69682a1221bf0b32
668,05ff9cafbbf3e6ac0545d838ca86596181c233c469111f39d9108a5f258069fbd554d532d219b8d75e71a1ec60855ff7446e8ec37247a557b22dc8,05ff9c,afbbf3e6ac0545d838ca86596181c233c469111f39d9108a5f258069fbd554d532d219b8d75e71a1ec60855ff7446e8ec37247a557b22dc8
669,05ff9dc932a98f58dbd0beb1b8712ee7222aa469e1e2310ff487996340c33a6fb00cffbc110f,05ff9d,c932a98f58dbd0beb1b8712ee7222aa469e1e2310ff487996340c33a6fb00cffbc110f
670,05ff9e261ba9dd5c7653d9eb02f1ebf69e38b239af27adc999,05ff9e,261ba9dd5c7653d9eb02f1ebf69e38b239af27adc999
671,05ff9f236ac7f0db6ade6b99ba74d3f7a400a0ff7ca1d16d1662498b76047f5765f672ea,05ff9f,236ac7f0db6ade6b99ba74d3f7a400a0ff7ca1d16d1662498b76047f5765f672ea
672,05ffa037f903e241411e6623d29ddd8c377e,05ffa0,37f903e241411e6623d29ddd8c377e
673,05ffa1e50bed70aae58f4f383287396512d9c00c919d8e77c0c6d0a4613718e10e,05ffa1,e50bed70aae58f4f383287396512d9c00c919d8e77c0c6d0a4613718e10e
674,05ffa2f09c81706d33e257ab9621906afbe5d9995ec578207b2bf0316fda4ae7a0fd25280d,05ffa2,f09c81706d33e257ab9621906afbe5d9995ec578207b2bf0316fda4ae7a0fd25280d
675,05ffa32e76e65f7e8cd15e3d6d9780bbc03d5137b5769fdf80906f824a7f98ad71ed29a85562069c86edbf0d4f23687b879fb7321783a4a493c2d62e57de151bc7c1873ae2346d5e50c6749af4065462a2af9f,05ffa3,2e76e65f7e8cd15e3d6d9780bbc03d5137b5769fdf80906f824a7f98ad71ed29a85562069c86edbf0d4f23687b879fb7321783a4a493c2d62e57de151bc7c1873ae2346d5e50c6749af4065462a2af9f
676,05ffa47da10f6aa03c2d252af7aabd3689095756cade51ad2bded63502eddb86ef2e4ebd,05ffa4,7da10f6aa03c2d252af7aabd3689095756cade51ad2bded63502eddb86ef2e4ebd
677,05ffa511b87187e89aaff132c7620b9f2b2630287478a1c6534e2e4c4d01eee41f7c6246d6739db9eef6190617c8864c,05ffa5,11b87187e89aaff132c7620b9f2b2630287478a1c6534e2e4c4d01eee41f7c6246d6739db9eef6190617c8864c
678,05ffa6f02c4aefbd57d490e8e6e3dc52e54caf53ba3a2205a022cc4f52f3058c164dabb68ca6e0fcac013761e9a19c32e46f7eaf2b132b9107281ed03ee28b78aed3d5a1af28bef62da9c23b9713,05ffa6,f02c4aefbd57d490e8e6e3dc52e54caf53ba3a2205a022cc4f52f3058c164dabb68ca6e0fcac013761e9a19c32e46f7eaf2b132b9107281ed03ee28b78aed3d5a1af28bef62da9c23b9713
679,05ffa773363fa725e1c538393da47f00abaefe1b578c127252379697c880ff9ec128,05ffa7,73363fa725e1c538393da47f00abaefe1b578c127252379697c880ff9ec128
680,05ffa833890e4e8785aaccc4ada9bef0d6b870067044f98b34da22e6352da1bfd733f7913cfb29c51d69a94486a6b4ce,05ffa8,33890e4e8785aaccc4ada9bef0d6b870067044f98b34da22e6352da1bfd733f7913cfb29c51d69a94486a6b4ce
681,05ffa9dc2ee754cdad1e7532b40e84f8cb65ac053bb3b1d5524dbbee,05ffa9,dc2ee754cdad1e7532b40e84f8cb65ac053bb3b1d5524dbbee
682,05ffaa9fe0af368e453d810324e9f7864074228556aa5678f5cd6724b3eae07658ed47301736,05ffaa,9fe0af368e453d810324e9f7864074228556aa5678f5cd6724b3eae07658ed47301736
683,05ffab77a5e077922bfe3b6b01f86cd752e89c38976b3a7beb0e391ccee7be14d7dc784dede9640331,05ffab,77a5e077922bfe3b6b01f86cd752e89c38976b3a7beb0e391ccee7be14d7dc784dede9640331
684,05ffac30b3b5f575ba659826cb1efb9c4481e0138839f458f574d1b0a3bf9fa38d1bc00b9a76e0,05ffac,30b3b5f575ba659826cb1efb9c4481e0138839f458f574d1b0a3bf9fa38d1bc00b9a76e0
685,05ffadc256fe9403b7bf1eb8a32867ef51b5dda0d2d9,05ffad,c256fe9403b7bf1eb8a32867ef51b5dda0d2d9
686,05ffae8eead52a653d530b4029b922359998409e05bcb8017341ee34540440e304c50c3614232036dcdbc91b8478fbb1852a3b31fb7310,05ffae,8eead52a653d530b4029b922359998409e05bcb8017341ee34540440e304c50c3614232036dcdbc91b8478fbb1852a3b31fb7310
687,05ffafef43b1cf3eaf0f5fefbbc45c42325add382f8fc9d8d3fa22b7a2815f0ac9a019cbf72f272302b5f99f41f2d883b13613fc1365,05ffaf,ef43b1cf3eaf0f5fefbbc45c42325add382f8fc9d8d3fa22b7a2815f0ac9a019cbf72f272302b5f99f41f2d883b13613fc1365
688,05ffb08cf630201d45722d9e54e0e7f1b7db4e8e659b5622750aa43510ac996b,05ffb0,8cf630201d45722d9e54e0e7f1b7db4e8e659b5622750aa43510ac996b
689,05ffb14761494e376fbe531d2cd9d6f076d3c1b644a18783de57bd5060db8f10e1aee7c7a2485043ddb28bce0636,05ffb1,4761494e376fbe531d2cd9d6f076d3c1b644a18783de57bd5060db8f10e1aee7c7a2485043ddb28bce0636
690,05ffb2af7d29e977e68314021e5dfa7ef122f330fe4dba9e54636e9907b9dc3c35653b1860664e1a010d2f332772228aa69bed3523f2fccaa9204b3383bbd2e70c8070da4f1689aaf8f31b2ceb3a307c14d1,05ffb2,af7d29e977e68314021e5dfa7ef122f330fe4dba9e54636e9907b9dc3c35653b1860664e1a010d2f332772228aa69bed3523f2fccaa9204b3383bbd2e70c8070da4f1689aaf8f31b2ceb3a307c14d1
691,05ffb355bb1fe5123111a55bbaf9fd94fd652d92174207329d63c8d2,05ffb3,55bb1fe5123111a55bbaf9fd94fd652d92174207329d63c8d2
692,05ffb447f9223977ebd07e5ef582b0f8b0d96ee1d95bcf6b71f3b50b8e5a9cbf3206565d490cc54a6a17cc1a975bdb0b40cd53,05ffb4,47f9223977ebd07e5ef582b0f8b0d96ee1d95bcf6b71f3b50b8e5a9cbf3206565d490cc54a6a17cc1a975bdb0b40cd53
693,05ffb5bb72935611507a539e05a23f9b8966195e28171de62d73f653598dc846a66e3e8bbd43b368911346657c600beff5cfe42751b6c1e1d6c3c56afb4b7b5d,05ffb5,bb72935611507a539e05a23f9b8966195e28171de62d73f653598dc846a66e3e8bbd43b368911346657c600beff5cfe42751b6c1e1d6c3c56afb4b7b5d
694,05ffb6f5b715abd782789f5f080cac952f463369f54974b1546b9bcd50524e92b10543bda93536226c60b28063fa54174ba00b47f1eef541085e4c281e9646fa223528b3bd901a7cc7dfc930c94ff5f87cae5612054dc2468612d734d8f4e5fbf2709552249f38966c454981e3ea0c381a61023a496518258a413be7a4370bf7ef527c02c29c7c3e384cd3de983d17cc,05ffb6,f5b715abd782789f5f080cac952f463369f54974b1546b9bcd50524e92b10543bda93536226c60b28063fa54174ba00b47f1eef541085e4c281e9646fa223528b3bd901a7cc7dfc930c94ff5f87cae5612054dc2468612d734d8f4e5fbf2709552249f38966c454981e3ea0c381a61023a496518258a413be7a4370bf7ef527c02c29c7c3e384cd3de983d17cc
695,05ffb7ed33734c176b6eff3787ae19dbbb45c4a3a001e074e3c1,05ffb7,ed33734c176b6eff3787ae19dbbb45c4a3a001e074e3c1
696,05ffb8bfe2530415fc0d7e8f072b29e43ec5e0d4e22cb49587984cba4b51489db87ca7865f5b72f95b3f1d879e6dc82fa331569d6615e598431fad,05ffb8,bfe2530415fc0d7e8f072b29e43ec5e0d4e22cb49587984cba4b51489db87ca7865f5b72f95b3f1d879e6dc82fa331569d6615e598431fad
697,05ffb96678e39a21a27a08149873d2cf584dac359aca90d7a65e918b7535f428baa254,05ffb9,6678e39a21a27a08149873d2cf584dac359aca90d7a65e918b7535f428baa254
698,05ffbaaf98dbcc91281478d70effb0e81678265429816bc25ad60e8be7784bd46b66578d72154f624c3383252054a46dbd6f988da767af08714837039cfbdaffbbde499e73798fafd17c996fa5dd,05ffba,af98dbcc91281478d70effb0e81678265429816bc25ad60e8be7784bd46b66578d72154f624c3383252054a46dbd6f988da767af08714837039cfbdaffbbde499e73798fafd17c996fa5dd
699,05ffbb711a360f41c0815525512e819cab5064d6bb711087c87dac8a5ca5335c847442542209,05ffbb,711a360f41c0815525512e819cab5064d6bb711087c87dac8a5ca5335c847442542209
700,05ffbc21cd5b59c2cc81539e014035678b19cd6851b2a0733b6b7b097187,05ffbc,21cd5b59c2cc81539e014035678b19cd6851b2a0733b6b7b097187
701,05ffbddb4c006146bd3c5150749d50da25e3ca9c85648270a3611c4496b729b5a724ac77dbc16f67e58f60c86465e02f9471f82b958f338ce0b5ccf15ac7af2651a227682c6f838498b5223177e1ca34b3721a04ad67268d16cb180aa147c6,05ffbd,db4c006146bd3c5150749d50da25e3ca9c85648270a3611c4496b729b5a724ac77dbc16f67e58f60c86465e02f9471f82b958f338ce0b5ccf15ac7af2651a227682c6f838498b5223177e1ca34b3721a04ad67268d16cb180aa147c6
702,05ffbe86a78488849426834c7f720b68d9c7342f2e457595098d97866436fd11a12e6fca3b1e,05ffbe,86a78488849426834c7f720b68d9c7342f2e457595098d97866436fd11a12e6fca3b1e
703,05ffbf2f908969b297c41f38abcaf250ee6dddff29fc89eb60d696e2c4391b625af32d0b9ae6b36689504f9d1401906e7569f5d6ce6ef28a7c8f3c3e2c3c894ed94f8933e39e,05ffbf,2f908969b297c41f38abcaf250ee6dddff29fc89eb60d696e2c4391b625af32d0b9ae6b36689504f9d1401906e7569f5d6ce6ef28a7c8f3c3e2c3c894ed94f8933e39e
704,05ffc09c9a0655274b289dafe31f06dca5881f1228dea3e2f5c18273ad38f47bab7eca694477cdb30b041f5b57af78a8731cad,05ffc0,9c9a0655274b289dafe31f06dca5881f1228dea3e2f5c18273ad38f47bab7eca694477cdb30b041f5b57af78a8731cad
705,05ffc192d2ffd94e0dba0fc916b8638164b341cac8b408270af1c6f7bd6176238b84f986009bc0b197dba6cba5d672,05ffc1,92d2ffd94e0dba0fc916b8638164b341cac8b408270af1c6f7bd6176238b84f986009bc0b197dba6cba5d672
706,05ffc22d7781cf46beb2f1fed2c53716b36d7d44b76ec220f8793d86ca2b334892de0c2ec3452acada402625c8704d92e38533fd4db6b1,05ffc2,2d7781cf46beb2f1fed2c53716b36d7d44b76ec220f8793d86ca2b334892de0c2ec3452acada402625c8704d92e38533fd4db6b1
707,05ffc351481658a3692db1d94baa8d560d22c9b5a538184c7588cd2df7b70c24f17b7dbf9533,05ffc3,51481658a3692db1d94baa8d560d22c9b5a538184c7588cd2df7b70c24f17b7dbf9533
708,05ffc4696f2784203960382be58953551d687b46d42c6ede342d7d8d5fa2993d,05ffc4,696f2784203960382be58953551d687b46d42c6ede342d7d8d5fa2993d
709,05ffc5406d24e57faae96e4cfe412e928815973e9c07709e85031691bde89cb3b15348bfd0b6c3d052d2568055d51461c6419ee6a21d4d8f38d64b56b8e873d53dc501dcabdf602a8c4426bec708f9acad56f8ffdad94fb195b91be504d6e516,05ffc5,406d24e57faae96e4cfe412e928815973e9c07709e85031691bde89cb3b15348bfd0b6c3d052d2568055d51461c6419ee6a21d4d8f38d64b56b8e873d53dc501dcabdf602a8c4426bec708f9acad56f8ffdad94fb195b91be504d6e516
710,05ffc6f5225b9c2253a8370d1da9b4ead0d312ac2367646c25907227a3abbc93ce69ec4e0825c7eea4f1cf2ec429b24288965b8a3f02b835cfe4e2b1fa922cb4c996d16670eecb5ee49b114fce7feb8ac06c526ed226f107f92ef2a940b6da57463e752bfe52abb310caef555178b7821a2b9386a5a1367e887a5c61a22e9528719fde1bac6ec602adb2943bea9c459c,05ffc6,f5225b9c2253a8370d1da9b4ead0d312ac2367646c25907227a3abbc93ce69ec4e0825c7eea4f1cf2ec429b24288965b8a3f02b835cfe4e2b1fa922cb4c996d16670eecb5ee49b114fce7feb8ac06c526ed226f107f92ef2a940b6da57463e752bfe52abb310caef555178b7821a2b9386a5a1367e887a5c61a22e9528719fde1bac6ec602adb2943bea9c459c
711,05ffc7bdc080b4415883a9bce8f68eac7ce1709c5ee84529625b09bc1f62e52e41c11e606548b86c,05ffc7,bdc080b4415883a9bce8f68eac7ce1709c5ee84529625b09bc1f62e52e41c11e606548b86c
712,05ffc8ca6a991f9cb3be7fb5c02b6c437ecc9e8bcfeddfe98c,05ffc8,ca6a991f9cb3be7fb5c02b6c437ecc9e8bcfeddfe98c
713,05ffc97af50abe9d1df92ed88ec47f4519eb0e8009aef3111ce63f136f3b21c6805cf54ecaf752414ad2c5cf0cc287,05ffc9,7af50abe9d1df92ed88ec47f4519eb0e8009aef3111ce63f136f3b21c6805cf54ecaf752414ad2c5cf0cc287
714,05ffcaa2bf1a608bdd0a58dd7d68661fdd00f5568c8afb7d68ad,05ffca,a2bf1a608bdd0a58dd7d68661fdd00f5568c8afb7d68ad
715,05ffcb8441d047ace7057ee6ad869dc1a857c117b53ab7d8500dc8,05ffcb,8441d047ace7057ee6ad869dc1a857c117b53ab7d8500dc8
716,05ffcc28577dfa61d272086111ece010981647d5a7d98e80507ff480a9fe06648b66dca6248bfbc1f95e0048b3e7bd9132b6a3,05ffcc,28577dfa61d272086111ece010981647d5a7d98e80507ff480a9fe06648b66dca6248bfbc1f95e0048b3e7bd9132b6a3
717,05ffcd6f508f6db25c172a3d77641a8339abf7bb22733b578426c351ea65e3860b2986f0ca0db79cca44d6b76ba5cbd7784ead753c46c4332a917bea209fc16ece8dd7decb5999a1331e83da4521aceb2ed1,05ffcd,6f508f6db25c172a3d77641a8339abf7bb22733b578426c351ea65e3860b2986f0ca0db79cca44d6b76ba5cbd7784ead753c46c4332a917bea209fc16ece8dd7decb5999a1331e83da4521aceb2ed1
718,05ffcec0e28a6d89fa847d3efbed179f915a1d6b3e217a39d5b016c9ccc1914d28b074c122170463c822af1ad0,05ffce,c0e28a6d89fa847d3efbed179f915a1d6b3e217a39d5b016c9ccc1914d28b074c122170463c822af1ad0
719,05ffcf4d72af334da7854758930b4513dc719d55d5f4049dcb108140865deda8133f,05ffcf,4d72af334da7854758930b4513dc719d55d5f4049dcb108140865deda8133f
720,05ffd00a7b5eb66b39213e0cee2132bb0e8a128ec3daa8b4b0be46cb437a858de94fff08db106e79b927c91437f7c076b381c8fc5a74c9b1dea4,05ffd0,0a7b5eb66b39213e0cee2132bb0e8a128ec3daa8b4b0be46cb437a858de94fff08db106e79b927c91437f7c076b381c8fc5a74c9b1dea4
721,05ffd108448fddfcaf7382be9d4c817465c6e51e71643c365228f341774ce993995293fabf2e39e236e9509ea943a519,05ffd1,08448fddfcaf7382be9d4c817465c6e51e71643c365228f341774ce993995293fabf2e39e236e9509ea943a519
722,05ffd2c7694569985325309320dcdea7f4db5c800f245bb5f5f0,05ffd2,c7694569985325309320dcdea7f4db5c800f245bb5f5f0
723,05ffd37dd9f1226813be83858b6ca88681055026aec4f5b1b6b65db8f43182c625ba9874c886d216b34a,05ffd3,7dd9f1226813be83858b6ca88681055026aec4f5b1b6b65db8f43182c625ba9874c886d216b34a
724,05ffd42dc6d850be6d3bf7cfc1bf93afd045a6b060fa80fa98232462fc8ed6a4037a056a9a596c3aba6c5ad2070f07dbe61c608e2b510119fd849d,05ffd4,2dc6d850be6d3bf7cfc1bf93afd045a6b060fa80fa98232462fc8ed6a4037a056a9a596c3aba6c5ad2070f07dbe61c608e2b510119fd849d
725,05ffd5caf73853d8d29a7c10f90f075bc3364bad6ba99aba23ed1d20e6c9,05ffd5,caf73853d8d29a7c10f90f075bc3364bad6ba99aba23ed1d20e6c9
726,05ffd6e3bad721e5884ebb228963a3c94f8c1d815057117a4c22eb03c33f98797a6bcd08f1b53db8873a97ca8f6ce98b,05ffd6,e3bad721e5884ebb228963a3c94f8c1d815057117a4c22eb03c33f98797a6bcd08f1b53db8873a97ca8f6ce98b
727,05ffd7e71caeb77cd36e42e7081d9769f473a9201e289f9da581c3368075fdc16cec34da,05ffd7,e71caeb77cd36e42e7081d9769f473a9201e289f9da581c3368075fdc16cec34da
728,05ffd8d6e4ddadf02920e89f526ff0524f4bb45fe78b279627fb57ed2154b1d8ea6614f2d04cd08d2bbf79437c484deb508ffb30e5e44a33bbc215142bd40bff,05ffd8,d6e4ddadf02920e89f526ff0524f4bb45fe78b279627fb57ed2154b1d8ea6614f2d04cd08d2bbf79437c484deb508ffb30e5e44a33bbc215142bd40bff
729,05ffd9db142912c6018430ac9f08ce93d1fa818d0cdeb26f0a8e3024bfeb,05ffd9,db142912c6018430ac9f08ce93d1fa818d0cdeb26f0a8e3024bfeb
730,05ffdafd88b6f62663de607c948636658715e6728c7f3761a2e9fde69cf170e5f0,05ffda,fd88b6f62663de607c948636658715e6728c7f3761a2e9fde69cf170e5f0
731,05ffdbe9377ff0c109edfa6d9b03ca425b85e7ea44d5fbdd76c9f72db907262d,05ffdb,e9377ff0c109edfa6d9b03ca425b85e7ea44d5fbdd76c9f72db907262d
732,05ffdce10be8e288a77b04ef260176d4015ac80b25d722ec1abd087b4e8eab31ebe2af3df7ae7fcb07e8f8f2ca91,05ffdc,e10be8e288a77b04ef260176d4015ac80b25d722ec1abd087b4e8eab31ebe2af3df7ae7fcb07e8f8f2ca91
733,05ffdd0a90cc2af17203bd3eaf15f9efd3577445bdb43cadfbeb1764,05ffdd,0a90cc2af17203bd3eaf15f9efd3577445bdb43cadfbeb1764
734,05ffde4b124af4d353271c74d91f4d391b7817c1d52b506184e9dd,05ffde,4b124af4d353271c74d91f4d391b7817c1d52b506184e9dd
735,05ffdf9921d2b113ac8388cad4bc547b488fcee39bfd2da1ae59bc,05ffdf,9921d2b113ac8388cad4bc547b488fcee39bfd2da1ae59bc
736,05ffe00a0bfa3c45363c8808892a9ff1e31f64db85d48201e941d21c934e50c847e35dd6a5b4b9417e68940af0d2d5dd550817a40d6772a6a4307a46dd130fab7d89b32096e3,05ffe0,0a0bfa3c45363c8808892a9ff1e31f64db85d48201e941d21c934e50c847e35dd6a5b4b9417e68940af0d2d5dd550817a40d6772a6a4307a46dd130fab7d89b32096e3
737,05ffe1aba872f621f34d40e72de01ecb70ba8771920d3810ec4dc90d2958ca2fca61336e6b0eb8d840acf6fd97eea89a21c05802cb00e811e8679e690564a192e03ca8fc,05ffe1,aba872f621f34d40e72de01ecb70ba8771920d3810ec4dc90d2958ca2fca61336e6b0eb8d840acf6fd97eea89a21c05802cb00e811e8679e690564a192e03ca8fc
738,05ffe229484c61ae0bf370d06583ce8dc663cbdf4281e9a17a9a2044d272,05ffe2,29484c61ae0bf370d06583ce8dc663cbdf4281e9a17a9a2044d272
739,05ffe3f3f90e5ac1990c7afe7d0aecd3ea7939c7bc0a3e0dbc8945,05ffe3,f3f90e5ac1990c7afe7d0aecd3ea7939c7bc0a3e0dbc8945
740,05ffe4be6554c63850564c555879200a2e6fb3bd5c69a0afb93a55b55ad8357c4c76c098724370d68c4735081c10c6697c1e6a9495ccbb003695d0f6f19c78b0fef171d1114d3b16bdef78d74a7f,05ffe4,be6554c63850564c555879200a2e6fb3bd5c69a0afb93a55b55ad8357c4c76c098724370d68c4735081c10c6697c1e6a9495ccbb003695d0f6f19c78b0fef171d1114d3b16bdef78d74a7f
741,05ffe5f1d5d7c6e0c40fccb9b1fdf66c5dc9,05ffe5,f1d5d7c6e0c40fccb9b1fdf66c5dc9
742,05ffe650bbd8496342d5c57ab0eb4f094f650cf04fc2c94cd2668892ad49e494,05ffe6,50bbd8496342d5c57ab0eb4f094f650cf04fc2c94cd2668892ad49e494
743,05ffe797e25de088f6d2df56fb8e4f9ee6138952240e441a1ae26b2392fad7b407c89f8b779568db7300d08288a5e3e9ff46,05ffe7,97e25de088f6d2df56fb8e4f9ee6138952240e441a1ae26b2392fad7b407c89f8b779568db7300d08288a5e3e9ff46
744,05ffe83528ac92cfbcb31f743572b815d22534b880ada3e8a3d76471e3cb76d67373b153a5a5349973eb,05ffe8,3528ac92cfbcb31f743572b815d22534b880ada3e8a3d76471e3cb76d67373b153a5a5349973eb
745,05ffe9d45dde90527b2d6256563d786c2f49b70582fabf72a1c944604ec05cb30b15f1141b7adf44aa2ec2348fbc94,05ffe9,d45dde90527b2d6256563d786c2f49b70582fabf72a1c944604ec05cb30b15f1141b7adf44aa2ec2348fbc94
746,05ffeacb1f06e198aa1f1272cf53b0b68d80ab9ec9eb6c0032c5bec19f52e7cfe12f3db716dfac71ce672e3dd08617d1daf1fff01991e8f5452adb,05ffea,cb1f06e198aa1f1272cf53b0b68d80ab9ec9eb6c0032c5bec19f52e7cfe12f3db716dfac71ce672e3dd08617d1daf1fff01991e8f5452adb
747,05ffebaf77694f6ec0f56b237c912f4cc5f1532827e23158,05ffeb,af77694f6ec0f56b237c912f4cc5f1532827e23158
748,05ffec6cd57feab6f1e03fd488df7e7a8dd08b679ec134d72cbd2c98d8e0481348626b98f55e5245da6d932deb4a59a039e1ddaee595ad8245a1,05ffec,6cd57feab6f1e03fd488df7e7a8dd08b679ec134d72cbd2c98d8e0481348626b98f55e5245da6d932deb4a59a039e1ddaee595ad8245a1
749,05ffed7d3975d8562cbf10d03ddf16d73c7862e751fbafc94cf18e0fa3a24f8773d086fef0d145f07673d6456b74ad7fecd47b78c707e41587e6,05ffed,7d3975d8562cbf10d03ddf16d73c7862e751fbafc94cf18e0fa3a24f8773d086fef0d145f07673d6456b74ad7fecd47b78c707e41587e6
750,05ffee512b8ce89b2a5a0a7c6218a15c33196a3e740227dd22794400,05ffee,512b8ce89b2a5a0a7c6218a15c33196a3e740227dd22794400
751,05ffefdac283cf2342b55fa029aef05df35186884c27eafb29985346d62eb1fa4e11629984fdcb8dd651e1deaddff1,05ffef,dac283cf2342b55fa029aef05df35186884c27eafb29985346d62eb1fa4e11629984fdcb8dd651e1deaddff1
752,05fff0c4e1b5c309b49028f7426158b8b9d3,05fff0,c4e1b5c309b49028f7426158b8b9d3
753,05fff1b7c062fbc2b2e4d3964c45f76d127ea98d5492c0459e949a56939d2722fc63bb,05fff1,b7c062fbc2b2e4d3964c45f76d127ea98d5492c0459e949a56939d2722fc63bb
754,05fff2e899944e8612eaa86fbeeb967c33cb4b782bb4a9ebf9ca13509f6dcf32dcc269adb3dca42f490b8c9263cb8dbebed182a80f7e,05fff2,e899944e8612eaa86fbeeb967c33cb4b782bb4a9ebf9ca13509f6dcf32dcc269adb3dca42f490b8c9263cb8dbebed182a80f7e
755,05fff3e6139558188825863671f08031c33c432c6a215aef3247,05fff3,e6139558188825863671f08031c33c432c6a215aef3247
756,05fff4539998717ad0abbccd70a7fc8bab4de6f86769e3da144dfa386e11,05fff4,539998717ad0abbccd70a7fc8bab4de6f86769e3da144dfa386e11
757,05fff518f3f14145fed91ae829cdf859f8187c25005e8e7256ea4bc9f6312f23b7467fda3a84030bf8245e194843573b354b82f45135cbde9826dc92f5da72bb89278efad0cd180a6b0214953b9f9668bc3919,05fff5,18f3f14145fed91ae829cdf859f8187c25005e8e7256ea4bc9f6312f23b7467fda3a84030bf8245e194843573b354b82f45135cbde9826dc92f5da72bb89278efad0cd180a6b0214953b9f9668bc3919
758,05fff656cee6a151b9c64f56fd5f56973ae12367f5ac1bc489168d91c80458026b16e624b5a203646117a74c836d84dc,05fff6,56cee6a151b9c64f56fd5f56973ae12367f5ac1bc489168d91c80458026b16e624b5a203646117a74c836d84dc
759,05fff71f503d98c73b99f6c1831533061bad0f5ec5b2569e6ec828,05fff7,1f503d98c73b99f6c1831533061bad0f5ec5b2569e6ec828
760,05fff8c41077017dad9457af6590368d2887bc80728f9743c8,05fff8,c41077017dad9457af6590368d2887bc80728f9743c8
761,05fff96e09dcda14012313676cda577a0a45fa2b5cdcce32370461df46989dc07dee60c44110af,05fff9,6e09dcda14012313676cda577a0a45fa2b5cdcce32370461df46989dc07dee60c44110af
762,05fffa844dca7be71cdd339f17c7457e635688602772d25242b54d5ed8713b34bb,05fffa,844dca7be71cdd339f17c7457e635688602772d25242b54d5ed8713b34bb
763,05fffb917fd09706460871003bfd022b8c54f0555882e56c6128af6a6d7905fd5e23425705341a1db1b3b1c725569a1540a5bd,05fffb,917fd09706460871003bfd022b8c54f0555882e56c6128af6a6d7905fd5e23425705341a1db1b3b1c725569a1540a5bd
764,05fffca66eced6f0181dc24048de4b7af347e21f42b573ada476ce8edc95,05fffc,a66eced6f0181dc24048de4b7af347e21f42b573ada476ce8edc95
765,05fffd41442d9e63d61dec2d3f6fa7a99061b8a0a45453e42efc,05fffd,41442d9e63d61dec2d3f6fa7a99061b8a0a45453e42efc
766,05fffea73db98d171b6634e7efb790e9d2bc1e3d4a9a698096fa31242e3372ebf165343bd4fb7470afb841929bb87420,05fffe,a73db98d171b6634e7efb790e9d2bc1e3d4a9a698096fa31242e3372ebf165343bd4fb7470afb841929bb87420
767,05ffff38f9378c3097e38e1c976c5c5fd9cdc7efb03ffdf875a1fac6f4b82e9bcedf077bbe0d7506da059f27d9,05ffff,38f9378c3097e38e1c976c5c5fd9cdc7efb03ffdf875a1fac6f4b82e9bcedf077bbe0d7506da059f27d9
768,06ff00242eb4ede464c4a5f3724780fd4e2ec2d7972b7cc5dc716a291df0ef67dc873cca09ed6ac9c8bcce7c4875d9ae802e7f2128bbc9a8e226e8847584e8,06ff00,242eb4ede464c4a5f3724780fd4e2ec2d7972b7cc5dc716a291df0ef67dc873cca09ed6ac9c8bcce7c4875d9ae802e7f2128bbc9a8e226e8847584e8
